UID,Text,Parent UID,Parent Text,Hierarchy Path
"uBc1_zn-h","When I select a status from the ""Payment for"" filter in the Completed Payments tab, the list must update to show only payments matching the selected status. #Manual","ohehQdbR7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I select a status from the ""Payment for"" filter in the Completed Payments tab, the list must update to show only payments matching the selected status. #Manual"
"8DL32iY4e","When I select a status that has no matching payments in the Pending Payments tab, a ""No records found"" message must be displayed. #Manual","ohehQdbR7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I select a status that has no matching payments in the Pending Payments tab, a ""No records found"" message must be displayed. #Manual"
"Mu-7q6LrC","When I select a status that has no matching payments in the Completed Payments tab, a ""No records found"" message must be displayed. #Manual","ohehQdbR7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I select a status that has no matching payments in the Completed Payments tab, a ""No records found"" message must be displayed. #Manual"
"fvmjhSQMw","When I view the ""Payment for"" filter in both Pending Payments and Completed Payments tabs, its design and placement must be consistent. #Manual","ohehQdbR7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I view the ""Payment for"" filter in both Pending Payments and Completed Payments tabs, its design and placement must be consistent. #Manual"
"Ow5EfU14h","When I submit a mutual access request as the requester, the request must be visible as pending approval. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I submit a mutual access request as the requester, the request must be visible as pending approval. #Manual"
"9PTNQt3Aa","When Client B receives a mutual access request, it must appear under ""Accounts That Have Access to Client B"" before approval. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When Client B receives a mutual access request, it must appear under ""Accounts That Have Access to Client B"" before approval. #Manual"
"aDFywEN1e","When a mutual access request is approved, both tables must update and the pending count must reduce. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When a mutual access request is approved, both tables must update and the pending count must reduce. #Manual"
"_yuFFVz8s","When I modify a one-way access request as the requester, the changes must be reflected correctly. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I modify a one-way access request as the requester, the changes must be reflected correctly. #Manual"
"bx5YkKdIp","When I send a grant request, it must be visible as pending approval. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I send a grant request, it must be visible as pending approval. #Manual"
"7jtYLAL-q","When a user is the approver, the Relationship field must be disabled. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When a user is the approver, the Relationship field must be disabled. #Manual"
"6F0Eb-nQG","When I unlink a profile, all associated access must be removed and visibility updated correctly. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I unlink a profile, all associated access must be removed and visibility updated correctly. #Manual"
"_QDCnb2d6","When I click the ""Pending Requests"" button, it must display the correct count of pending requests. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click the ""Pending Requests"" button, it must display the correct count of pending requests. #Manual"
"8zVs-kkni","When an outgoing mutual access request is created, it must appear under ""Accounts Client Can Access"" with correct details. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When an outgoing mutual access request is created, it must appear under ""Accounts Client Can Access"" with correct details. #Manual"
"XQAcq-VN7","When an incoming mutual access request is received, it must appear under ""Accounts That Have Access to This Account"" with correct details. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When an incoming mutual access request is received, it must appear under ""Accounts That Have Access to This Account"" with correct details. #Manual"
"x5V3zZAt6","When there are no requests or linked profiles for a client, the tables must be empty. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When there are no requests or linked profiles for a client, the tables must be empty. #Manual"
"29s-lb7xC","When I view a pending mutual access request, the side drawer must display correct details. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I view a pending mutual access request, the side drawer must display correct details. #Manual"
"ZL-24jbSg","When I approve a mutual access request, both tables must update and the pending count must reduce. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I approve a mutual access request, both tables must update and the pending count must reduce. #Manual"
"LzoI7dal5","When I reject a mutual access request, it must be removed from the table. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I reject a mutual access request, it must be removed from the table. #Manual"
"jo9vMzL3a","When I view a pending one-way access request, the side drawer must display correct details. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I view a pending one-way access request, the side drawer must display correct details. #Manual"
"tVuROaMY4","When I approve a one-way access request, only the ""Accounts Client Can Access"" table must update. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I approve a one-way access request, only the ""Accounts Client Can Access"" table must update. #Manual"
"Yr8DOZ4Qn","When I view a pending mutual grant request, the side drawer must display correct details. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I view a pending mutual grant request, the side drawer must display correct details. #Manual"
"ovXd7wsj3","When I approve a mutual grant request, both tables must update correctly. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I approve a mutual grant request, both tables must update correctly. #Manual"
"PacdPc2O6","When I view a pending one-way grant request, the side drawer must display correct details. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I view a pending one-way grant request, the side drawer must display correct details. #Manual"
"MxI_xd3Ok","When I approve a one-way grant request, only the ""Accounts Client Can Access"" table for the grantee must update. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I approve a one-way grant request, only the ""Accounts Client Can Access"" table for the grantee must update. #Manual"
"uPxsNhZlP","When I modify a one-way access request to mutual, the request must update and approve directly. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I modify a one-way access request to mutual, the request must update and approve directly. #Manual"
"8qQjREXVB","When modifying a request in the Admin Portal, the Relationship field must be read-only. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When modifying a request in the Admin Portal, the Relationship field must be read-only. #Manual"
"QdhqqWWGH","When a mutual access request is approved, it must appear in the linked profiles table with correct details. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When a mutual access request is approved, it must appear in the linked profiles table with correct details. #Manual"
"zyXX7ctH6","When I click ""View Details"" for a linked profile, correct information must be displayed for one-way access. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click ""View Details"" for a linked profile, correct information must be displayed for one-way access. #Manual"
"0a4Bzf9wn","When I unlink a profile, it must be removed from both tables in the Admin Portal. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I unlink a profile, it must be removed from both tables in the Admin Portal. #Manual"
"gexq5wvNA","When I unlink a profile, the Customer Portal must update immediately. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I unlink a profile, the Customer Portal must update immediately. #Manual"
"GEFClLtTc","When a request is approved or pending, profile access statuses must update correctly before and after approval. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When a request is approved or pending, profile access statuses must update correctly before and after approval. #Manual"
"XLjyXNdNU","When attempting to link an already linked profile, an error message must be displayed. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When attempting to link an already linked profile, an error message must be displayed. #Manual"
"a_iPCQrQy","When I approve a request from the appropriate tab, it must be successfully approved. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I approve a request from the appropriate tab, it must be successfully approved. #Manual"
"lveAbsX2-","When requests are listed, all must appear under their appropriate tabs based on the admin's relationship with the accounts. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When requests are listed, all must appear under their appropriate tabs based on the admin's relationship with the accounts. #Manual"
"PwnUxfLAd","When I approve a pending request, it must be updated correctly. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I approve a pending request, it must be updated correctly. #Manual"
"TLatK05Ft","When I reject a pending request, it must be removed correctly. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I reject a pending request, it must be removed correctly. #Manual"
"_oKuDK2Gb","When I modify a pending request and approve it directly, no new entry must be created. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I modify a pending request and approve it directly, no new entry must be created. #Manual"
"PtswLx-rJ","When I send a Grant Access request to another profile, it must be created successfully. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I send a Grant Access request to another profile, it must be created successfully. #Manual"
"mmRxpEjgX","When a recipient receives a Grant Access request, they must be able to approve or reject it but cannot modify it. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When a recipient receives a Grant Access request, they must be able to approve or reject it but cannot modify it. #Manual"
"s-4vIxWQm","When I unlink profiles from the Linked Profiles section, the action must complete successfully. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I unlink profiles from the Linked Profiles section, the action must complete successfully. #Manual"
"p3YPPP_It","When invalid inputs (e.g., missing relationship or permissions) are provided, the system must prevent granting access. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When invalid inputs (e.g., missing relationship or permissions) are provided, the system must prevent granting access. #Manual"
"jkCONmyTq","When requests are listed, they must appear under the correct tabs based on their status. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When requests are listed, they must appear under the correct tabs based on their status. #Manual"
"VHO9qle0M","When I modify an access request and create a new entry, the modification must be recorded correctly. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I modify an access request and create a new entry, the modification must be recorded correctly. #Manual"
"HbeIX9wsD","When I click the ""Unlink Profile"" link, a pop-up must be displayed. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click the ""Unlink Profile"" link, a pop-up must be displayed. #Manual"
"Eoe2LcqvF","When I click ""Confirm"" in the ""Unlink Profile"" pop-up, the profile must be successfully unlinked. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click ""Confirm"" in the ""Unlink Profile"" pop-up, the profile must be successfully unlinked. #Manual"
"Xb2m2BS1k","When I click ""Cancel"" in the ""Unlink Profile"" pop-up, the profile must remain linked. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click ""Cancel"" in the ""Unlink Profile"" pop-up, the profile must remain linked. #Manual"
"1vTYC71rB","When I click ""Approve"" on a pending request, the ""Approve Request"" pop-up must appear. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click ""Approve"" on a pending request, the ""Approve Request"" pop-up must appear. #Manual"
"8OHiTvMqt","When I click ""Reject"" on a pending request, the ""Reject Request"" pop-up must appear. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click ""Reject"" on a pending request, the ""Reject Request"" pop-up must appear. #Manual"
"62ODIEzwy","When I click ""Approve"" in the pop-up, the request must be successfully approved. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click ""Approve"" in the pop-up, the request must be successfully approved. #Manual"
"0bwOaXbC3","When I click ""Reject"" in the pop-up, the request must be successfully rejected. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click ""Reject"" in the pop-up, the request must be successfully rejected. #Manual"
"wFvIjJ9dK","When I click ""Cancel"" in the Approve/Reject pop-up, no action must be performed. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I click ""Cancel"" in the Approve/Reject pop-up, no action must be performed. #Manual"
"iHgJipBgG","When a request is already approved, approving it again must not be possible. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When a request is already approved, approving it again must not be possible. #Manual"
"8btaBfbXN","When a request is approved, the permission status must update from ""One-Way"" to ""Secondary User"" in the ""Accounts That Have Access to This Account"" table. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When a request is approved, the permission status must update from ""One-Way"" to ""Secondary User"" in the ""Accounts That Have Access to This Account"" table. #Manual"
"ps-YtKX1q","When a mutual request is approved, the permission status must update from ""Mutual"" to ""Linked User"" in both tables. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When a mutual request is approved, the permission status must update from ""Mutual"" to ""Linked User"" in both tables. #Manual"
"CLOBUHH7M","When I send a grant request with incomplete details (e.g., missing Client ID), the system must prevent it. #Manual","8u-xc20iB","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I send a grant request with incomplete details (e.g., missing Client ID), the system must prevent it. #Manual"
"wMdLQO19v","When I search for a facility name in the Facility Search box, only matching facilities must be displayed in the list. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I search for a facility name in the Facility Search box, only matching facilities must be displayed in the list. #Manual"
"cslZoyXMK","When I enter a facility name that does not exist in the Facility Search box, the list must display no results with an appropriate message. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I enter a facility name that does not exist in the Facility Search box, the list must display no results with an appropriate message. #Manual"
"mxxeBBPEW","When I navigate to the Facility Management Module, by default the **All** status filter must be applied and the list of both Active and Inactive facilities must be displayed. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I navigate to the Facility Management Module, by default the **All** status filter must be applied and the list of both Active and Inactive facilities must be displayed. #Manual"
"Hh5FXAcaO","When I apply the **Active** status filter, only facilities with Active status must be displayed in the list. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I apply the **Active** status filter, only facilities with Active status must be displayed in the list. #Manual"
"nUttkIVpD","When I apply the **Inactive** status filter, only facilities with Inactive status must be displayed in the list. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I apply the **Inactive** status filter, only facilities with Inactive status must be displayed in the list. #Manual"
"kD_cVjs-j","When I apply the **All** status filter, facilities with both Active and Inactive statuses must be displayed in the list. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I apply the **All** status filter, facilities with both Active and Inactive statuses must be displayed in the list. #Manual"
"z5Z11Dw7D","When I combine a search term with a status filter, the list must display facilities that match both the search keyword and the selected status. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I combine a search term with a status filter, the list must display facilities that match both the search keyword and the selected status. #Manual"
"f9kXjdxeN","When I add or edit facility details (e.g., name, address, description), the changes must be saved instantly and reflected immediately. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I add or edit facility details (e.g., name, address, description), the changes must be saved instantly and reflected immediately. #Manual"
"Au2idwRcD","When I enter invalid data (e.g., empty mandatory fields, incorrect formats) while editing facility details, the system must prevent saving and display validation error messages. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I enter invalid data (e.g., empty mandatory fields, incorrect formats) while editing facility details, the system must prevent saving and display validation error messages. #Manual"
"NdV2UiszR","When I edit facility timings with an effective date that has no appointments booked, the timing changes must be saved successfully without any pop-up. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I edit facility timings with an effective date that has no appointments booked, the timing changes must be saved successfully without any pop-up. #Manual"
"XA3LmE590","When I edit facility timings with an effective date that has booked appointments, a pop-up must display booked appointment details and clicking Proceed must save the changes. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I edit facility timings with an effective date that has booked appointments, a pop-up must display booked appointment details and clicking Proceed must save the changes. #Manual"
"0GrqdalM0","When I edit facility timings, the “effective from” date must be shown in the facility details after saving. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I edit facility timings, the “effective from” date must be shown in the facility details after saving. #Manual"
"SydSFQP-q","When I edit facility timings and view facility details, a “Revised Facility Timings” pop-up must be shown with the updated operating hours. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I edit facility timings and view facility details, a “Revised Facility Timings” pop-up must be shown with the updated operating hours. #Manual"
"Y_lTrkGGx","When I attempt to save facility timings without selecting an effective date, the system must prevent saving and show the error “Please select an effective date to proceed.” #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I attempt to save facility timings without selecting an effective date, the system must prevent saving and show the error “Please select an effective date to proceed.” #Manual"
"Y9f3y8UzR","When I add a yearly holiday on a date with no booked appointments, the holiday must be added successfully without warnings. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I add a yearly holiday on a date with no booked appointments, the holiday must be added successfully without warnings. #Manual"
"I2RuJM1ie","When I add a yearly holiday on a date with booked appointments, a pop-up must display booked appointment details and clicking Proceed must save the holiday. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I add a yearly holiday on a date with booked appointments, a pop-up must display booked appointment details and clicking Proceed must save the holiday. #Manual"
"U2Ja4qCJn","When I edit a yearly holiday on a date with booked appointments, the same pop-up must display booked appointment details and clicking Proceed must save the holiday changes. #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I edit a yearly holiday on a date with booked appointments, the same pop-up must display booked appointment details and clicking Proceed must save the holiday changes. #Manual"
"-uLtrXGUB","When I attempt to add or edit a yearly holiday without selecting a date, the system must prevent saving and show the error “Please select a date to proceed.” #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I attempt to add or edit a yearly holiday without selecting a date, the system must prevent saving and show the error “Please select a date to proceed.” #Manual"
"nO61bNUB6","When I search for a facility name that does not exist or enter any gibberish text in the Facility Search box, the list must display the message: **""No facility found for the entered text.""** #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I search for a facility name that does not exist or enter any gibberish text in the Facility Search box, the list must display the message: **""No facility found for the entered text.""** #Manual"
"FjQTzYUpY","When I search for a facility name and apply a status filter, if no matching records exist, the list must display the message: **""No Information Found! Please adjust the filters to refine your search.""** #Manual","2-Q9vT93U","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Facility Management > Screen 1: > Test Cases > When I search for a facility name and apply a status filter, if no matching records exist, the list must display the message: **""No Information Found! Please adjust the filters to refine your search.""** #Manual"
"6PCVAKQ2s","When the user clicks on **Link Provider**, then they should be navigated to the Link Provider page. #Manual","TVVa4b1R8","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Service Category > Link Provider > Screen 1: > Test Cases > When the user clicks on **Link Provider**, then they should be navigated to the Link Provider page. #Manual"
"NYIJcQHuh","When a provider name is searched in the autofill dropdown, then the provider should be displayed in the results. #Manual","TVVa4b1R8","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Service Category > Link Provider > Screen 1: > Test Cases > When a provider name is searched in the autofill dropdown, then the provider should be displayed in the results. #Manual"
"yLxp_SsQB","When searching for providers, then only active providers should be listed. #Manual","TVVa4b1R8","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Service Category > Link Provider > Screen 1: > Test Cases > When searching for providers, then only active providers should be listed. #Manual"
"nkfBdNVfF","When a provider is selected from the dropdown, then all facilities assigned to that provider should be displayed. #Manual","TVVa4b1R8","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Service Category > Link Provider > Screen 1: > Test Cases > When a provider is selected from the dropdown, then all facilities assigned to that provider should be displayed. #Manual"
"4Rw9x69Yp","When a facility is selected, then its assigned working days and corresponding working hours should be displayed. #Manual","TVVa4b1R8","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Service Category > Link Provider > Screen 1: > Test Cases > When a facility is selected, then its assigned working days and corresponding working hours should be displayed. #Manual"
"saH-2G0iY","When available hours and services are configured, then the user should be able to set them either the same for all working days or individually per working day. #Manual","TVVa4b1R8","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Service Category > Link Provider > Screen 1: > Test Cases > When available hours and services are configured, then the user should be able to set them either the same for all working days or individually per working day. #Manual"
"FWhA1QK6k","When a provider is already occupied for a particular time slot in one facility, then they should not be allowed to be added to the same slot in another facility. #Manual","TVVa4b1R8","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Service Category > Link Provider > Screen 1: > Test Cases > When a provider is already occupied for a particular time slot in one facility, then they should not be allowed to be added to the same slot in another facility. #Manual"
